datetime,session_id,participant,minute_index,protocol_block,protocol_phase,expected_fan_mode
2024-04-16 07:21:00,P01_D01_DIM-MOR,P01,0,0,acclimation,fan_off
2024-04-16 07:22:00,P01_D01_DIM-MOR,P01,1,0,acclimation,fan_off
2024-04-16 07:23:00,P01_D01_DIM-MOR,P01,2,0,acclimation,fan_off
2024-04-16 07:24:00,P01_D01_DIM-MOR,P01,3,0,acclimation,fan_off
2024-04-16 07:25:00,P01_D01_DIM-MOR,P01,4,0,acclimation,fan_off
2024-04-16 07:26:00,P01_D01_DIM-MOR,P01,5,0,acclimation,fan_off
2024-04-16 07:27:00,P01_D01_DIM-MOR,P01,6,0,acclimation,fan_off
2024-04-16 07:28:00,P01_D01_DIM-MOR,P01,7,0,acclimation,fan_off
2024-04-16 07:29:00,P01_D01_DIM-MOR,P01,8,0,acclimation,fan_off
2024-04-16 07:30:00,P01_D01_DIM-MOR,P01,9,0,acclimation,fan_off
2024-04-16 07:31:00,P01_D01_DIM-MOR,P01,10,0,acclimation,fan_off
2024-04-16 07:32:00,P01_D01_DIM-MOR,P01,11,0,acclimation,fan_off
2024-04-16 07:33:00,P01_D01_DIM-MOR,P01,12,0,acclimation,fan_off
2024-04-16 07:34:00,P01_D01_DIM-MOR,P01,13,0,acclimation,fan_off
2024-04-16 07:35:00,P01_D01_DIM-MOR,P01,14,0,acclimation,fan_off
2024-04-16 07:36:00,P01_D01_DIM-MOR,P01,15,0,acclimation,fan_off
2024-04-16 07:37:00,P01_D01_DIM-MOR,P01,16,0,acclimation,fan_off
2024-04-16 07:38:00,P01_D01_DIM-MOR,P01,17,0,acclimation,fan_off
2024-04-16 07:39:00,P01_D01_DIM-MOR,P01,18,0,acclimation,fan_off
2024-04-16 07:40:00,P01_D01_DIM-MOR,P01,19,0,acclimation,fan_off
2024-04-16 07:41:00,P01_D01_DIM-MOR,P01,20,0,acclimation,fan_off
2024-04-16 07:42:00,P01_D01_DIM-MOR,P01,21,0,acclimation,fan_off
2024-04-16 07:43:00,P01_D01_DIM-MOR,P01,22,0,acclimation,fan_off
2024-04-16 07:44:00,P01_D01_DIM-MOR,P01,23,0,acclimation,fan_off
2024-04-16 07:45:00,P01_D01_DIM-MOR,P01,24,0,acclimation,fan_off
2024-04-16 07:46:00,P01_D01_DIM-MOR,P01,25,0,acclimation,fan_off
2024-04-16 07:47:00,P01_D01_DIM-MOR,P01,26,0,acclimation,fan_off
2024-04-16 07:48:00,P01_D01_DIM-MOR,P01,27,0,acclimation,fan_off
2024-04-16 07:49:00,P01_D01_DIM-MOR,P01,28,0,acclimation,fan_off
2024-04-16 07:50:00,P01_D01_DIM-MOR,P01,29,0,acclimation,fan_off
2024-04-16 07:51:00,P01_D01_DIM-MOR,P01,30,0,acclimation,fan_off
2024-04-16 07:52:00,P01_D01_DIM-MOR,P01,31,0,acclimation,fan_off
2024-04-16 07:53:00,P01_D01_DIM-MOR,P01,32,0,acclimation,fan_off
2024-04-16 07:54:00,P01_D01_DIM-MOR,P01,33,0,acclimation,fan_off
2024-04-16 07:55:00,P01_D01_DIM-MOR,P01,34,0,acclimation,fan_off
2024-04-16 07:56:00,P01_D01_DIM-MOR,P01,35,0,acclimation,fan_off
2024-04-16 07:57:00,P01_D01_DIM-MOR,P01,36,0,acclimation,fan_off
2024-04-16 07:58:00,P01_D01_DIM-MOR,P01,37,0,acclimation,fan_off
2024-04-16 07:59:00,P01_D01_DIM-MOR,P01,38,0,acclimation,fan_off
2024-04-16 08:00:00,P01_D01_DIM-MOR,P01,39,0,acclimation,fan_off
2024-04-16 08:01:00,P01_D01_DIM-MOR,P01,40,1,overall_comfort,fan_as_is
2024-04-16 08:02:00,P01_D01_DIM-MOR,P01,41,1,overall_comfort,fan_as_is
2024-04-16 08:03:00,P01_D01_DIM-MOR,P01,42,1,overall_comfort,fan_as_is
2024-04-16 08:04:00,P01_D01_DIM-MOR,P01,43,1,overall_comfort,fan_as_is
2024-04-16 08:05:00,P01_D01_DIM-MOR,P01,44,1,overall_comfort,fan_as_is
2024-04-16 08:06:00,P01_D01_DIM-MOR,P01,45,1,overall_comfort,fan_as_is
2024-04-16 08:07:00,P01_D01_DIM-MOR,P01,46,1,overall_comfort,fan_as_is
2024-04-16 08:08:00,P01_D01_DIM-MOR,P01,47,1,fan_at_constant_speed,fan_constant
2024-04-16 08:09:00,P01_D01_DIM-MOR,P01,48,1,fan_at_constant_speed,fan_constant
2024-04-16 08:10:00,P01_D01_DIM-MOR,P01,49,1,fan_at_constant_speed,fan_constant
2024-04-16 08:11:00,P01_D01_DIM-MOR,P01,50,1,fan_at_constant_speed,fan_constant
2024-04-16 08:12:00,P01_D01_DIM-MOR,P01,51,1,fan_at_constant_speed,fan_constant
2024-04-16 08:13:00,P01_D01_DIM-MOR,P01,52,1,skin_rewarming,fan_off
2024-04-16 08:14:00,P01_D01_DIM-MOR,P01,53,1,skin_rewarming,fan_off
2024-04-16 08:15:00,P01_D01_DIM-MOR,P01,54,1,skin_rewarming,fan_off
2024-04-16 08:16:00,P01_D01_DIM-MOR,P01,55,1,skin_rewarming,fan_off
2024-04-16 08:17:00,P01_D01_DIM-MOR,P01,56,1,skin_rewarming,fan_off
2024-04-16 08:18:00,P01_D01_DIM-MOR,P01,57,1,skin_rewarming,fan_off
2024-04-16 08:19:00,P01_D01_DIM-MOR,P01,58,1,skin_rewarming,fan_off
2024-04-16 08:20:00,P01_D01_DIM-MOR,P01,59,1,skin_rewarming,fan_off
2024-04-16 08:21:00,P01_D01_DIM-MOR,P01,60,1,fan_free_control,fan_free_control
2024-04-16 08:22:00,P01_D01_DIM-MOR,P01,61,1,fan_free_control,fan_free_control
2024-04-16 08:23:00,P01_D01_DIM-MOR,P01,62,1,fan_free_control,fan_free_control
2024-04-16 08:24:00,P01_D01_DIM-MOR,P01,63,1,fan_free_control,fan_free_control
2024-04-16 08:25:00,P01_D01_DIM-MOR,P01,64,1,fan_free_control,fan_free_control
2024-04-16 08:26:00,P01_D01_DIM-MOR,P01,65,1,fan_free_control,fan_free_control
2024-04-16 08:27:00,P01_D01_DIM-MOR,P01,66,1,fan_free_control,fan_free_control
2024-04-16 08:28:00,P01_D01_DIM-MOR,P01,67,1,fan_free_control,fan_free_control
2024-04-16 08:29:00,P01_D01_DIM-MOR,P01,68,1,fan_free_control,fan_free_control
2024-04-16 08:30:00,P01_D01_DIM-MOR,P01,69,1,fan_free_control,fan_free_control
2024-04-16 08:31:00,P01_D01_DIM-MOR,P01,70,1,skin_rewarming,fan_off
2024-04-16 08:32:00,P01_D01_DIM-MOR,P01,71,1,skin_rewarming,fan_off
2024-04-16 08:33:00,P01_D01_DIM-MOR,P01,72,1,steady_state,fan_fixed
2024-04-16 08:34:00,P01_D01_DIM-MOR,P01,73,1,steady_state,fan_fixed
2024-04-16 08:35:00,P01_D01_DIM-MOR,P01,74,1,steady_state,fan_fixed
2024-04-16 08:36:00,P01_D01_DIM-MOR,P01,75,1,steady_state,fan_fixed
2024-04-16 08:37:00,P01_D01_DIM-MOR,P01,76,1,steady_state,fan_fixed
2024-04-16 08:38:00,P01_D01_DIM-MOR,P01,77,1,steady_state,fan_fixed
2024-04-16 08:39:00,P01_D01_DIM-MOR,P01,78,1,steady_state,fan_fixed
2024-04-16 08:40:00,P01_D01_DIM-MOR,P01,79,1,steady_state,fan_fixed
2024-04-16 08:41:00,P01_D01_DIM-MOR,P01,80,1,steady_state,fan_fixed
2024-04-16 08:42:00,P01_D01_DIM-MOR,P01,81,1,steady_state,fan_fixed
2024-04-16 08:43:00,P01_D01_DIM-MOR,P01,82,1,steady_state,fan_fixed
2024-04-16 08:44:00,P01_D01_DIM-MOR,P01,83,1,steady_state,fan_fixed
2024-04-16 08:45:00,P01_D01_DIM-MOR,P01,84,1,steady_state,fan_fixed
2024-04-16 08:46:00,P01_D01_DIM-MOR,P01,85,1,steady_state,fan_fixed
2024-04-16 08:47:00,P01_D01_DIM-MOR,P01,86,1,steady_state,fan_fixed
2024-04-16 08:48:00,P01_D01_DIM-MOR,P01,87,1,steady_state,fan_fixed
2024-04-16 08:49:00,P01_D01_DIM-MOR,P01,88,1,steady_state,fan_fixed
2024-04-16 08:50:00,P01_D01_DIM-MOR,P01,89,1,steady_state,fan_fixed
2024-04-16 08:51:00,P01_D01_DIM-MOR,P01,90,1,steady_state,fan_fixed
2024-04-16 08:52:00,P01_D01_DIM-MOR,P01,91,1,steady_state,fan_fixed
2024-04-16 08:53:00,P01_D01_DIM-MOR,P01,92,1,steady_state,fan_fixed
2024-04-16 08:54:00,P01_D01_DIM-MOR,P01,93,1,steady_state,fan_fixed
2024-04-16 08:55:00,P01_D01_DIM-MOR,P01,94,1,steady_state,fan_fixed
2024-04-16 08:56:00,P01_D01_DIM-MOR,P01,95,1,steady_state,fan_fixed
2024-04-16 08:57:00,P01_D01_DIM-MOR,P01,96,1,steady_state,fan_fixed
2024-04-16 08:58:00,P01_D01_DIM-MOR,P01,97,1,steady_state,fan_fixed
2024-04-16 08:59:00,P01_D01_DIM-MOR,P01,98,1,overall_comfort,fan_as_is
2024-04-16 09:00:00,P01_D01_DIM-MOR,P01,99,1,overall_comfort,fan_as_is
2024-04-16 09:01:00,P01_D01_DIM-MOR,P01,100,1,overall_comfort,fan_as_is
2024-04-16 09:02:00,P01_D01_DIM-MOR,P01,101,1,overall_comfort,fan_as_is
2024-04-16 09:03:00,P01_D01_DIM-MOR,P01,102,1,overall_comfort,fan_as_is
2024-04-16 09:04:00,P01_D01_DIM-MOR,P01,103,2,fan_at_constant_speed,fan_constant
2024-04-16 09:05:00,P01_D01_DIM-MOR,P01,104,2,fan_at_constant_speed,fan_constant
2024-04-16 09:06:00,P01_D01_DIM-MOR,P01,105,2,fan_at_constant_speed,fan_constant
2024-04-16 09:07:00,P01_D01_DIM-MOR,P01,106,2,fan_at_constant_speed,fan_constant
2024-04-16 09:08:00,P01_D01_DIM-MOR,P01,107,2,fan_at_constant_speed,fan_constant
2024-04-16 09:09:00,P01_D01_DIM-MOR,P01,108,2,skin_rewarming,fan_off
2024-04-16 09:10:00,P01_D01_DIM-MOR,P01,109,2,skin_rewarming,fan_off
2024-04-16 09:11:00,P01_D01_DIM-MOR,P01,110,2,skin_rewarming,fan_off
2024-04-16 09:12:00,P01_D01_DIM-MOR,P01,111,2,skin_rewarming,fan_off
2024-04-16 09:13:00,P01_D01_DIM-MOR,P01,112,2,skin_rewarming,fan_off
2024-04-16 09:14:00,P01_D01_DIM-MOR,P01,113,2,skin_rewarming,fan_off
2024-04-16 09:15:00,P01_D01_DIM-MOR,P01,114,2,skin_rewarming,fan_off
2024-04-16 09:16:00,P01_D01_DIM-MOR,P01,115,2,skin_rewarming,fan_off
2024-04-16 09:17:00,P01_D01_DIM-MOR,P01,116,2,fan_free_control,fan_free_control
2024-04-16 09:18:00,P01_D01_DIM-MOR,P01,117,2,fan_free_control,fan_free_control
2024-04-16 09:19:00,P01_D01_DIM-MOR,P01,118,2,fan_free_control,fan_free_control
2024-04-16 09:20:00,P01_D01_DIM-MOR,P01,119,2,fan_free_control,fan_free_control
2024-04-16 09:21:00,P01_D01_DIM-MOR,P01,120,2,fan_free_control,fan_free_control
2024-04-16 09:22:00,P01_D01_DIM-MOR,P01,121,2,fan_free_control,fan_free_control
2024-04-16 09:23:00,P01_D01_DIM-MOR,P01,122,2,fan_free_control,fan_free_control
2024-04-16 09:24:00,P01_D01_DIM-MOR,P01,123,2,fan_free_control,fan_free_control
2024-04-16 09:25:00,P01_D01_DIM-MOR,P01,124,2,fan_free_control,fan_free_control
2024-04-16 09:26:00,P01_D01_DIM-MOR,P01,125,2,fan_free_control,fan_free_control
2024-04-16 09:27:00,P01_D01_DIM-MOR,P01,126,2,skin_rewarming,fan_off
2024-04-16 09:28:00,P01_D01_DIM-MOR,P01,127,2,skin_rewarming,fan_off
2024-04-16 09:29:00,P01_D01_DIM-MOR,P01,128,2,steady_state,fan_fixed
2024-04-16 09:30:00,P01_D01_DIM-MOR,P01,129,2,steady_state,fan_fixed
2024-04-16 09:31:00,P01_D01_DIM-MOR,P01,130,2,steady_state,fan_fixed
2024-04-16 09:32:00,P01_D01_DIM-MOR,P01,131,2,steady_state,fan_fixed
2024-04-16 09:33:00,P01_D01_DIM-MOR,P01,132,2,steady_state,fan_fixed
2024-04-16 09:34:00,P01_D01_DIM-MOR,P01,133,2,steady_state,fan_fixed
2024-04-16 09:35:00,P01_D01_DIM-MOR,P01,134,2,steady_state,fan_fixed
2024-04-16 09:36:00,P01_D01_DIM-MOR,P01,135,2,steady_state,fan_fixed
2024-04-16 09:37:00,P01_D01_DIM-MOR,P01,136,2,steady_state,fan_fixed
2024-04-16 09:38:00,P01_D01_DIM-MOR,P01,137,2,steady_state,fan_fixed
2024-04-16 09:39:00,P01_D01_DIM-MOR,P01,138,2,steady_state,fan_fixed
2024-04-16 09:40:00,P01_D01_DIM-MOR,P01,139,2,steady_state,fan_fixed
2024-04-16 09:41:00,P01_D01_DIM-MOR,P01,140,2,steady_state,fan_fixed
2024-04-16 09:42:00,P01_D01_DIM-MOR,P01,141,2,steady_state,fan_fixed
2024-04-16 09:43:00,P01_D01_DIM-MOR,P01,142,2,steady_state,fan_fixed
2024-04-16 09:44:00,P01_D01_DIM-MOR,P01,143,2,steady_state,fan_fixed
2024-04-16 09:45:00,P01_D01_DIM-MOR,P01,144,2,steady_state,fan_fixed
2024-04-16 09:46:00,P01_D01_DIM-MOR,P01,145,2,steady_state,fan_fixed
2024-04-16 09:47:00,P01_D01_DIM-MOR,P01,146,2,steady_state,fan_fixed
2024-04-16 09:48:00,P01_D01_DIM-MOR,P01,147,2,steady_state,fan_fixed
2024-04-16 09:49:00,P01_D01_DIM-MOR,P01,148,2,steady_state,fan_fixed
2024-04-16 09:50:00,P01_D01_DIM-MOR,P01,149,2,steady_state,fan_fixed
2024-04-16 09:51:00,P01_D01_DIM-MOR,P01,150,2,steady_state,fan_fixed
2024-04-16 09:52:00,P01_D01_DIM-MOR,P01,151,2,steady_state,fan_fixed
2024-04-16 09:53:00,P01_D01_DIM-MOR,P01,152,2,steady_state,fan_fixed
2024-04-16 09:54:00,P01_D01_DIM-MOR,P01,153,2,steady_state,fan_fixed
2024-04-16 09:55:00,P01_D01_DIM-MOR,P01,154,2,overall_comfort,fan_as_is
2024-04-16 09:56:00,P01_D01_DIM-MOR,P01,155,2,overall_comfort,fan_as_is
2024-04-16 09:57:00,P01_D01_DIM-MOR,P01,156,2,overall_comfort,fan_as_is
2024-04-16 09:58:00,P01_D01_DIM-MOR,P01,157,2,overall_comfort,fan_as_is
2024-04-16 09:59:00,P01_D01_DIM-MOR,P01,158,2,overall_comfort,fan_as_is
2024-04-16 10:00:00,P01_D01_DIM-MOR,P01,159,3,fan_at_constant_speed,fan_constant
2024-04-16 10:01:00,P01_D01_DIM-MOR,P01,160,3,fan_at_constant_speed,fan_constant
2024-04-16 10:02:00,P01_D01_DIM-MOR,P01,161,3,fan_at_constant_speed,fan_constant
2024-04-16 10:03:00,P01_D01_DIM-MOR,P01,162,3,fan_at_constant_speed,fan_constant
2024-04-16 10:04:00,P01_D01_DIM-MOR,P01,163,3,fan_at_constant_speed,fan_constant
2024-04-16 10:05:00,P01_D01_DIM-MOR,P01,164,3,skin_rewarming,fan_off
2024-04-16 10:06:00,P01_D01_DIM-MOR,P01,165,3,skin_rewarming,fan_off
2024-04-16 10:07:00,P01_D01_DIM-MOR,P01,166,3,skin_rewarming,fan_off
2024-04-16 10:08:00,P01_D01_DIM-MOR,P01,167,3,skin_rewarming,fan_off
2024-04-16 10:09:00,P01_D01_DIM-MOR,P01,168,3,skin_rewarming,fan_off
2024-04-16 10:10:00,P01_D01_DIM-MOR,P01,169,3,skin_rewarming,fan_off
2024-04-16 10:11:00,P01_D01_DIM-MOR,P01,170,3,skin_rewarming,fan_off
2024-04-16 10:12:00,P01_D01_DIM-MOR,P01,171,3,skin_rewarming,fan_off
2024-04-16 10:13:00,P01_D01_DIM-MOR,P01,172,3,fan_free_control,fan_free_control
2024-04-16 10:14:00,P01_D01_DIM-MOR,P01,173,3,fan_free_control,fan_free_control
2024-04-16 10:15:00,P01_D01_DIM-MOR,P01,174,3,fan_free_control,fan_free_control
2024-04-16 10:16:00,P01_D01_DIM-MOR,P01,175,3,fan_free_control,fan_free_control
2024-04-16 10:17:00,P01_D01_DIM-MOR,P01,176,3,fan_free_control,fan_free_control
2024-04-16 10:18:00,P01_D01_DIM-MOR,P01,177,3,fan_free_control,fan_free_control
2024-04-16 10:19:00,P01_D01_DIM-MOR,P01,178,3,fan_free_control,fan_free_control
2024-04-16 10:20:00,P01_D01_DIM-MOR,P01,179,3,fan_free_control,fan_free_control
2024-04-16 10:21:00,P01_D01_DIM-MOR,P01,180,3,fan_free_control,fan_free_control
2024-04-16 10:22:00,P01_D01_DIM-MOR,P01,181,3,fan_free_control,fan_free_control
2024-04-16 10:23:00,P01_D01_DIM-MOR,P01,182,3,skin_rewarming,fan_off
2024-04-16 10:24:00,P01_D01_DIM-MOR,P01,183,3,skin_rewarming,fan_off
2024-04-16 10:25:00,P01_D01_DIM-MOR,P01,184,3,steady_state,fan_fixed
2024-04-16 10:26:00,P01_D01_DIM-MOR,P01,185,3,steady_state,fan_fixed
2024-04-16 10:27:00,P01_D01_DIM-MOR,P01,186,3,steady_state,fan_fixed
2024-04-16 10:28:00,P01_D01_DIM-MOR,P01,187,3,steady_state,fan_fixed
2024-04-16 10:29:00,P01_D01_DIM-MOR,P01,188,3,steady_state,fan_fixed
2024-04-16 10:30:00,P01_D01_DIM-MOR,P01,189,3,steady_state,fan_fixed
2024-04-16 10:31:00,P01_D01_DIM-MOR,P01,190,3,steady_state,fan_fixed
2024-04-16 10:32:00,P01_D01_DIM-MOR,P01,191,3,steady_state,fan_fixed
2024-04-16 10:33:00,P01_D01_DIM-MOR,P01,192,3,steady_state,fan_fixed
2024-04-16 10:34:00,P01_D01_DIM-MOR,P01,193,3,overall_comfort,fan_as_is
2024-04-17 14:03:00,P01_D02_BRI-MID,P01,0,0,acclimation,fan_off
2024-04-17 14:04:00,P01_D02_BRI-MID,P01,1,0,acclimation,fan_off
2024-04-17 14:05:00,P01_D02_BRI-MID,P01,2,0,acclimation,fan_off
2024-04-17 14:06:00,P01_D02_BRI-MID,P01,3,0,acclimation,fan_off
2024-04-17 14:07:00,P01_D02_BRI-MID,P01,4,0,acclimation,fan_off
2024-04-17 14:08:00,P01_D02_BRI-MID,P01,5,0,acclimation,fan_off
2024-04-17 14:09:00,P01_D02_BRI-MID,P01,6,0,acclimation,fan_off
2024-04-17 14:10:00,P01_D02_BRI-MID,P01,7,0,acclimation,fan_off
2024-04-17 14:11:00,P01_D02_BRI-MID,P01,8,0,acclimation,fan_off
2024-04-17 14:12:00,P01_D02_BRI-MID,P01,9,0,acclimation,fan_off
2024-04-17 14:13:00,P01_D02_BRI-MID,P01,10,0,acclimation,fan_off
2024-04-17 14:14:00,P01_D02_BRI-MID,P01,11,0,acclimation,fan_off
2024-04-17 14:15:00,P01_D02_BRI-MID,P01,12,0,acclimation,fan_off
2024-04-17 14:16:00,P01_D02_BRI-MID,P01,13,0,acclimation,fan_off
2024-04-17 14:17:00,P01_D02_BRI-MID,P01,14,0,acclimation,fan_off
2024-04-17 14:18:00,P01_D02_BRI-MID,P01,15,0,acclimation,fan_off
2024-04-17 14:19:00,P01_D02_BRI-MID,P01,16,0,acclimation,fan_off
2024-04-17 14:20:00,P01_D02_BRI-MID,P01,17,0,acclimation,fan_off
2024-04-17 14:21:00,P01_D02_BRI-MID,P01,18,0,acclimation,fan_off
2024-04-17 14:22:00,P01_D02_BRI-MID,P01,19,0,acclimation,fan_off
2024-04-17 14:23:00,P01_D02_BRI-MID,P01,20,0,acclimation,fan_off
2024-04-17 14:24:00,P01_D02_BRI-MID,P01,21,0,acclimation,fan_off
2024-04-17 14:25:00,P01_D02_BRI-MID,P01,22,0,acclimation,fan_off
2024-04-17 14:26:00,P01_D02_BRI-MID,P01,23,0,acclimation,fan_off
2024-04-17 14:27:00,P01_D02_BRI-MID,P01,24,0,acclimation,fan_off
2024-04-17 14:28:00,P01_D02_BRI-MID,P01,25,0,acclimation,fan_off
2024-04-17 14:29:00,P01_D02_BRI-MID,P01,26,0,acclimation,fan_off
2024-04-17 14:30:00,P01_D02_BRI-MID,P01,27,0,acclimation,fan_off
2024-04-17 14:31:00,P01_D02_BRI-MID,P01,28,0,acclimation,fan_off
2024-04-17 14:32:00,P01_D02_BRI-MID,P01,29,0,acclimation,fan_off
2024-04-17 14:33:00,P01_D02_BRI-MID,P01,30,0,acclimation,fan_off
2024-04-17 14:34:00,P01_D02_BRI-MID,P01,31,0,acclimation,fan_off
2024-04-17 14:35:00,P01_D02_BRI-MID,P01,32,0,acclimation,fan_off
2024-04-17 14:36:00,P01_D02_BRI-MID,P01,33,0,acclimation,fan_off
2024-04-17 14:37:00,P01_D02_BRI-MID,P01,34,0,acclimation,fan_off
2024-04-17 14:38:00,P01_D02_BRI-MID,P01,35,0,acclimation,fan_off
2024-04-17 14:39:00,P01_D02_BRI-MID,P01,36,0,acclimation,fan_off
2024-04-17 14:40:00,P01_D02_BRI-MID,P01,37,0,acclimation,fan_off
2024-04-17 14:41:00,P01_D02_BRI-MID,P01,38,0,acclimation,fan_off
2024-04-17 14:42:00,P01_D02_BRI-MID,P01,39,0,acclimation,fan_off
2024-04-17 14:43:00,P01_D02_BRI-MID,P01,40,1,overall_comfort,fan_as_is
2024-04-17 14:44:00,P01_D02_BRI-MID,P01,41,1,overall_comfort,fan_as_is
2024-04-17 14:45:00,P01_D02_BRI-MID,P01,42,1,overall_comfort,fan_as_is
2024-04-17 14:46:00,P01_D02_BRI-MID,P01,43,1,overall_comfort,fan_as_is
2024-04-17 14:47:00,P01_D02_BRI-MID,P01,44,1,overall_comfort,fan_as_is
2024-04-17 14:48:00,P01_D02_BRI-MID,P01,45,1,overall_comfort,fan_as_is
2024-04-17 14:49:00,P01_D02_BRI-MID,P01,46,1,fan_at_constant_speed,fan_constant
2024-04-17 14:50:00,P01_D02_BRI-MID,P01,47,1,fan_at_constant_speed,fan_constant
2024-04-17 14:51:00,P01_D02_BRI-MID,P01,48,1,fan_at_constant_speed,fan_constant
2024-04-17 14:52:00,P01_D02_BRI-MID,P01,49,1,fan_at_constant_speed,fan_constant
2024-04-17 14:53:00,P01_D02_BRI-MID,P01,50,1,fan_at_constant_speed,fan_constant
2024-04-17 14:54:00,P01_D02_BRI-MID,P01,51,1,fan_at_constant_speed,fan_constant
2024-04-17 14:55:00,P01_D02_BRI-MID,P01,52,1,skin_rewarming,fan_off
2024-04-17 14:56:00,P01_D02_BRI-MID,P01,53,1,skin_rewarming,fan_off
2024-04-17 14:57:00,P01_D02_BRI-MID,P01,54,1,skin_rewarming,fan_off
2024-04-17 14:58:00,P01_D02_BRI-MID,P01,55,1,skin_rewarming,fan_off
2024-04-17 14:59:00,P01_D02_BRI-MID,P01,56,1,skin_rewarming,fan_off
2024-04-17 15:00:00,P01_D02_BRI-MID,P01,57,1,skin_rewarming,fan_off
2024-04-17 15:01:00,P01_D02_BRI-MID,P01,58,1,fan_free_control,fan_free_control
2024-04-17 15:02:00,P01_D02_BRI-MID,P01,59,1,fan_free_control,fan_free_control
2024-04-17 15:03:00,P01_D02_BRI-MID,P01,60,1,fan_free_control,fan_free_control
2024-04-17 15:04:00,P01_D02_BRI-MID,P01,61,1,fan_free_control,fan_free_control
2024-04-17 15:05:00,P01_D02_BRI-MID,P01,62,1,fan_free_control,fan_free_control
2024-04-17 15:06:00,P01_D02_BRI-MID,P01,63,1,fan_free_control,fan_free_control
2024-04-17 15:07:00,P01_D02_BRI-MID,P01,64,1,fan_free_control,fan_free_control
2024-04-17 15:08:00,P01_D02_BRI-MID,P01,65,1,fan_free_control,fan_free_control
2024-04-17 15:09:00,P01_D02_BRI-MID,P01,66,1,fan_free_control,fan_free_control
2024-04-17 15:10:00,P01_D02_BRI-MID,P01,67,1,fan_free_control,fan_free_control
2024-04-17 15:11:00,P01_D02_BRI-MID,P01,68,1,fan_free_control,fan_free_control
2024-04-17 15:12:00,P01_D02_BRI-MID,P01,69,1,fan_free_control,fan_free_control
2024-04-17 15:13:00,P01_D02_BRI-MID,P01,70,1,skin_rewarming,fan_off
2024-04-17 15:14:00,P01_D02_BRI-MID,P01,71,1,skin_rewarming,fan_off
2024-04-17 15:15:00,P01_D02_BRI-MID,P01,72,1,steady_state,fan_fixed
2024-04-17 15:16:00,P01_D02_BRI-MID,P01,73,1,steady_state,fan_fixed
2024-04-17 15:17:00,P01_D02_BRI-MID,P01,74,1,steady_state,fan_fixed
2024-04-17 15:18:00,P01_D02_BRI-MID,P01,75,1,steady_state,fan_fixed
2024-04-17 15:19:00,P01_D02_BRI-MID,P01,76,1,steady_state,fan_fixed
2024-04-17 15:20:00,P01_D02_BRI-MID,P01,77,1,steady_state,fan_fixed
2024-04-17 15:21:00,P01_D02_BRI-MID,P01,78,1,steady_state,fan_fixed
2024-04-17 15:22:00,P01_D02_BRI-MID,P01,79,1,steady_state,fan_fixed
2024-04-17 15:23:00,P01_D02_BRI-MID,P01,80,1,steady_state,fan_fixed
2024-04-17 15:24:00,P01_D02_BRI-MID,P01,81,1,steady_state,fan_fixed
2024-04-17 15:25:00,P01_D02_BRI-MID,P01,82,1,steady_state,fan_fixed
2024-04-17 15:26:00,P01_D02_BRI-MID,P01,83,1,steady_state,fan_fixed
2024-04-17 15:27:00,P01_D02_BRI-MID,P01,84,1,steady_state,fan_fixed
2024-04-17 15:28:00,P01_D02_BRI-MID,P01,85,1,steady_state,fan_fixed
2024-04-17 15:29:00,P01_D02_BRI-MID,P01,86,1,steady_state,fan_fixed
2024-04-17 15:30:00,P01_D02_BRI-MID,P01,87,1,steady_state,fan_fixed
2024-04-17 15:31:00,P01_D02_BRI-MID,P01,88,1,steady_state,fan_fixed
2024-04-17 15:32:00,P01_D02_BRI-MID,P01,89,1,steady_state,fan_fixed
2024-04-17 15:33:00,P01_D02_BRI-MID,P01,90,1,steady_state,fan_fixed
2024-04-17 15:34:00,P01_D02_BRI-MID,P01,91,1,steady_state,fan_fixed
2024-04-17 15:35:00,P01_D02_BRI-MID,P01,92,1,steady_state,fan_fixed
2024-04-17 15:36:00,P01_D02_BRI-MID,P01,93,1,steady_state,fan_fixed
2024-04-17 15:37:00,P01_D02_BRI-MID,P01,94,1,steady_state,fan_fixed
2024-04-17 15:38:00,P01_D02_BRI-MID,P01,95,1,steady_state,fan_fixed
2024-04-17 15:39:00,P01_D02_BRI-MID,P01,96,1,steady_state,fan_fixed
2024-04-17 15:40:00,P01_D02_BRI-MID,P01,97,1,overall_comfort,fan_as_is
2024-04-17 15:41:00,P01_D02_BRI-MID,P01,98,1,overall_comfort,fan_as_is
2024-04-17 15:42:00,P01_D02_BRI-MID,P01,99,1,overall_comfort,fan_as_is
2024-04-17 15:43:00,P01_D02_BRI-MID,P01,100,1,overall_comfort,fan_as_is
2024-04-17 15:44:00,P01_D02_BRI-MID,P01,101,1,overall_comfort,fan_as_is
2024-04-17 15:45:00,P01_D02_BRI-MID,P01,102,2,fan_at_constant_speed,fan_constant
2024-04-17 15:46:00,P01_D02_BRI-MID,P01,103,2,fan_at_constant_speed,fan_constant
2024-04-17 15:47:00,P01_D02_BRI-MID,P01,104,2,fan_at_constant_speed,fan_constant
2024-04-17 15:48:00,P01_D02_BRI-MID,P01,105,2,fan_at_constant_speed,fan_constant
2024-04-17 15:49:00,P01_D02_BRI-MID,P01,106,2,fan_at_constant_speed,fan_constant
2024-04-17 15:50:00,P01_D02_BRI-MID,P01,107,2,fan_at_constant_speed,fan_constant
